elevation_meters,elevation_factor,rain_intensity_mm_hr,cumulative_rainfall_3h_mm,soil_saturation_percent,drainage_capacity_m3s,drainage_saturation_percent,current_water_level_cm,water_level_rise_rate_10m,future_water_level_15m_cm,future_water_level_30m_cm,future_water_level_60m_cm,is_anomaly,risk_class,risk_label
562.6,0.521,8.5,23.7,44.8,18.0,37.0,15.1,0.18,15.4,14.8,15.2,0,1,MODERATE
562.9,0.514,9.0,49.6,63.8,21.6,46.5,19.7,-0.03,19.2,19.9,18.5,0,1,MODERATE
558.6,0.614,11.1,22.7,47.0,20.0,45.6,18.1,0.32,18.6,18.8,18.4,0,1,MODERATE
573.4,0.27,27.7,70.1,61.4,18.5,100.0,31.0,4.8,38.4,45.1,58.6,0,3,CRITICAL
573.0,0.279,40.1,75.4,76.1,15.1,100.0,28.9,4.43,36.0,41.4,55.4,0,3,CRITICAL
567.5,0.407,56.0,99.0,80.4,15.4,100.0,29.0,6.71,38.6,48.4,67.0,0,3,CRITICAL
560.7,0.565,27.8,41.0,53.0,19.8,100.0,30.4,5.23,37.8,45.7,62.3,0,3,CRITICAL
566.6,0.428,6.8,33.5,55.7,16.1,41.2,16.6,0.12,16.7,17.1,17.4,0,1,MODERATE
551.3,0.784,21.0,50.4,54.9,11.2,100.0,36.0,5.3,43.6,52.2,67.4,0,3,CRITICAL
543.2,0.972,10.4,56.3,67.4,18.0,68.1,29.5,0.13,29.5,30.6,31.8,0,2,HIGH
582.5,0.058,5.3,48.2,58.1,14.6,36.9,8.6,-0.24,8.5,7.5,6.1,0,0,LOW
583.0,0.047,33.1,106.7,86.1,12.7,100.0,24.3,3.33,28.9,33.4,44.8,0,2,HIGH
575.3,0.226,0.7,16.5,48.1,18.4,3.2,4.2,0.17,4.4,5.1,3.4,0,0,LOW
560.1,0.579,41.8,103.5,77.9,20.0,100.0,32.6,5.89,41.5,50.5,68.3,0,3,CRITICAL
580.0,0.116,11.1,47.5,51.5,15.2,65.8,20.0,-0.16,20.1,18.6,18.7,0,1,MODERATE
557.2,0.647,18.3,61.2,51.4,21.1,78.0,31.1,4.43,37.9,45.3,56.6,0,3,CRITICAL
546.7,0.891,19.4,69.0,57.2,20.4,95.2,33.8,4.59,40.9,47.8,61.2,0,3,CRITICAL
549.7,0.821,40.6,77.9,62.2,16.2,100.0,34.1,6.25,44.0,53.6,70.8,0,3,CRITICAL
581.4,0.084,18.2,62.3,62.5,15.0,100.0,26.4,3.55,31.6,36.9,46.3,0,3,CRITICAL
556.2,0.67,17.1,63.7,70.3,21.2,99.2,32.7,3.93,38.2,45.3,55.9,0,3,CRITICAL
559.0,0.605,1.2,26.8,48.5,13.6,7.5,11.4,0.14,11.4,11.7,11.2,0,0,LOW
579.9,0.119,13.2,44.9,53.0,20.1,60.9,18.6,0.2,18.5,18.3,19.1,0,1,MODERATE
560.1,0.579,2.9,25.4,51.4,24.8,10.5,11.6,-0.02,11.8,11.6,12.8,0,0,LOW
553.6,0.73,24.1,42.7,41.5,23.4,74.8,28.9,0.16,29.3,28.6,29.8,0,2,HIGH
543.9,0.956,12.9,58.2,59.5,12.9,100.0,38.3,5.1,45.8,53.5,68.2,0,3,CRITICAL
578.9,0.142,20.5,38.5,40.1,14.2,100.0,27.3,2.95,32.2,35.4,44.8,0,3,CRITICAL
566.4,0.433,0.8,7.7,38.6,15.3,3.5,4.9,-0.32,4.7,3.9,4.3,0,0,LOW
579.2,0.135,1.6,27.1,37.4,18.7,5.6,4.8,0.14,5.5,5.3,5.4,0,0,LOW
576.7,0.193,22.7,85.1,81.4,13.9,100.0,27.5,3.25,32.1,36.9,45.9,0,3,CRITICAL
545.6,0.916,1.3,23.7,39.3,23.3,3.8,11.7,-0.26,11.6,10.2,10.8,0,0,LOW
547.8,0.865,1.3,11.1,34.7,12.7,6.2,12.4,0.02,11.9,11.9,12.3,0,0,LOW
566.9,0.421,0.2,28.1,50.1,15.9,1.1,8.3,0.1,8.0,9.2,10.6,0,0,LOW
570.0,0.349,56.4,167.7,100.0,14.2,100.0,31.7,7.32,42.3,54.3,72.7,0,3,CRITICAL
570.5,0.337,24.1,83.3,62.9,14.0,100.0,33.0,3.72,38.9,43.3,53.6,0,3,CRITICAL
576.1,0.207,7.8,57.7,52.1,22.2,32.0,12.1,-0.08,11.9,11.2,12.5,0,0,LOW
573.4,0.27,6.3,45.5,46.7,12.0,42.9,17.9,0.1,17.8,17.5,17.2,0,1,MODERATE
559.3,0.598,7.7,30.1,52.6,13.4,52.9,19.7,-0.09,19.5,18.6,19.9,0,1,MODERATE
570.8,0.33,26.8,68.8,73.1,10.2,100.0,32.1,3.68,37.6,43.4,54.3,0,3,CRITICAL
555.6,0.684,19.5,53.7,52.4,15.6,100.0,31.5,5.18,38.9,46.5,61.8,0,3,CRITICAL
575.1,0.23,3.7,16.1,28.6,14.1,13.1,9.5,0.15,9.3,10.0,10.2,0,0,LOW
582.7,0.053,3.4,40.8,56.3,23.8,14.1,3.0,-0.06,2.6,2.1,3.7,0,0,LOW
554.6,0.707,1.9,7.3,39.9,20.8,6.4,13.6,-0.21,13.7,12.9,13.4,0,0,LOW
546.4,0.898,19.4,77.4,72.5,14.8,100.0,35.3,4.45,42.3,48.9,62.4,0,3,CRITICAL
581.8,0.074,26.0,47.7,54.7,18.1,100.0,29.4,3.0,34.1,38.7,46.2,0,3,CRITICAL
579.5,0.128,5.5,13.4,38.7,22.0,16.9,7.3,0.12,7.4,8.2,7.2,0,0,LOW
553.0,0.744,0.4,30.4,54.1,17.3,2.2,11.2,-0.12,11.3,10.0,9.4,0,0,LOW
547.6,0.87,1.5,3.9,32.6,24.5,3.5,9.6,0.05,10.2,9.9,11.0,0,0,LOW
573.9,0.258,61.9,115.9,97.5,11.1,100.0,31.2,7.39,42.3,53.8,75.1,0,3,CRITICAL
582.1,0.067,6.3,27.7,45.6,19.3,26.0,6.8,-0.06,6.8,7.1,7.9,0,0,LOW
546.7,0.891,26.4,43.0,59.6,24.2,100.0,38.2,5.21,46.1,53.2,66.7,0,3,CRITICAL
578.9,0.142,17.6,29.9,38.5,20.2,58.7,18.5,0.11,19.0,18.6,20.8,0,1,MODERATE
581.1,0.091,8.7,20.8,41.2,12.9,48.6,17.1,-0.05,17.0,17.8,15.1,0,1,MODERATE
563.6,0.498,4.1,28.7,46.0,15.0,22.0,11.1,-0.31,10.3,10.9,9.7,0,0,LOW
558.2,0.623,2.3,18.6,41.5,23.1,7.2,8.4,0.06,8.5,8.8,10.2,0,0,LOW
559.1,0.602,17.2,46.5,62.2,19.0,98.5,31.8,3.73,37.1,43.8,53.3,0,3,CRITICAL
576.2,0.205,26.8,53.4,49.8,16.3,100.0,30.8,3.68,35.9,42.5,50.8,0,3,CRITICAL
570.1,0.347,18.6,76.5,61.3,14.3,100.0,27.6,4.24,34.4,40.9,51.2,0,3,CRITICAL
548.5,0.849,13.6,53.5,60.8,16.0,90.4,33.4,4.41,40.2,45.9,58.6,0,3,CRITICAL
577.5,0.174,0.8,28.4,53.3,10.6,7.0,4.1,-0.18,3.6,3.6,3.6,0,0,LOW
565.7,0.449,62.2,92.5,68.4,19.8,100.0,32.9,6.66,42.7,52.9,72.8,0,3,CRITICAL
572.3,0.295,28.9,74.7,59.0,22.8,100.0,27.1,4.79,34.6,41.2,54.1,0,3,CRITICAL
570.5,0.337,6.2,44.7,53.1,23.0,25.0,11.6,0.05,12.2,11.3,10.1,0,0,LOW
574.8,0.237,70.4,109.9,86.1,10.9,100.0,27.7,7.18,38.1,49.9,67.5,0,3,CRITICAL
576.2,0.205,16.6,61.8,69.2,17.5,100.0,29.3,3.06,34.2,38.5,48.0,0,3,CRITICAL
583.3,0.04,15.7,46.1,60.5,21.2,78.4,22.7,2.03,25.7,28.0,33.7,0,2,HIGH
549.8,0.819,24.8,82.6,70.0,12.2,100.0,33.3,4.81,40.3,46.9,60.4,0,3,CRITICAL
568.3,0.388,30.1,93.6,69.1,21.0,100.0,33.3,5.25,41.2,49.8,65.1,0,3,CRITICAL
545.9,0.909,19.2,67.4,70.2,16.1,100.0,37.6,5.77,46.0,55.3,69.6,0,3,CRITICAL
548.9,0.84,2.5,10.2,36.1,10.9,14.5,17.0,-0.1,16.4,17.1,15.2,0,1,MODERATE
542.1,0.998,7.4,46.4,58.2,18.1,41.6,21.5,-0.01,21.9,20.5,21.9,0,1,MODERATE
556.0,0.674,47.4,80.3,70.7,13.5,100.0,35.4,7.38,46.5,56.9,77.9,0,3,CRITICAL
576.8,0.191,4.6,37.9,54.3,10.9,40.1,13.0,0.01,12.9,13.7,14.0,0,1,MODERATE
582.1,0.067,8.4,28.7,45.5,23.3,28.7,11.3,0.07,11.8,11.9,13.1,0,0,LOW
550.8,0.795,10.2,41.8,55.8,17.6,56.6,25.5,0.33,26.5,27.3,28.3,0,2,HIGH
575.0,0.233,10.4,33.6,41.8,18.3,41.6,17.0,-0.13,17.3,16.0,16.8,0,1,MODERATE
576.0,0.209,17.1,35.0,49.7,11.5,100.0,28.8,3.15,34.0,37.9,45.9,0,3,CRITICAL
573.7,0.263,51.6,124.6,91.8,20.6,100.0,30.7,6.7,40.3,51.7,69.5,0,3,CRITICAL
558.6,0.614,5.0,28.1,46.6,15.6,26.1,15.4,-0.3,15.3,14.6,12.2,0,1,MODERATE
570.1,0.347,2.3,34.6,49.7,17.0,11.8,7.8,-0.11,7.6,7.5,5.8,0,0,LOW
583.7,0.03,4.0,41.6,53.7,18.1,20.8,5.4,0.08,5.2,6.0,7.6,0,0,LOW
577.3,0.179,39.2,72.1,63.4,24.3,100.0,27.5,4.66,34.2,42.2,54.8,0,3,CRITICAL
546.1,0.905,18.7,40.3,52.5,18.9,90.9,36.9,4.5,43.5,50.6,63.6,0,3,CRITICAL
569.0,0.372,6.1,25.2,38.6,12.0,34.3,16.2,-0.26,15.6,15.4,15.6,0,1,MODERATE
559.7,0.588,30.5,105.3,73.9,16.6,100.0,33.8,5.14,41.6,49.3,64.0,0,3,CRITICAL
555.2,0.693,35.6,91.6,72.8,19.3,100.0,34.7,5.69,42.8,51.8,68.8,0,3,CRITICAL
576.5,0.198,33.7,90.6,74.5,14.3,100.0,28.1,5.11,35.6,43.2,58.0,0,3,CRITICAL
576.8,0.191,45.2,77.2,74.1,18.0,100.0,26.9,5.07,34.8,41.4,56.8,0,3,CRITICAL
576.7,0.193,5.2,26.6,36.7,22.5,14.8,9.9,-0.2,9.2,9.2,8.4,0,0,LOW
554.5,0.709,25.3,57.2,65.4,12.7,100.0,34.7,4.68,41.7,49.3,60.0,0,3,CRITICAL
579.7,0.123,11.1,31.1,48.9,10.6,89.6,24.8,2.7,28.9,32.4,40.8,0,2,HIGH
562.4,0.526,33.2,113.9,79.1,15.2,100.0,35.2,4.82,42.1,50.6,64.2,0,3,CRITICAL
581.4,0.084,23.5,38.5,52.8,20.8,100.0,28.6,3.19,33.5,38.9,47.4,0,3,CRITICAL
569.7,0.356,27.0,71.9,63.1,14.4,100.0,30.6,4.7,37.3,44.6,58.0,0,3,CRITICAL
578.3,0.156,19.2,70.7,66.7,17.5,100.0,27.7,3.51,32.5,37.5,48.0,0,3,CRITICAL
559.8,0.586,3.5,9.2,26.9,21.3,7.7,9.5,0.2,9.4,9.6,12.2,0,0,LOW
555.0,0.698,14.2,44.3,54.1,10.6,100.0,34.3,4.38,41.3,47.6,61.2,0,3,CRITICAL
577.2,0.181,75.2,147.3,94.4,12.1,100.0,29.8,7.14,40.9,51.4,71.0,0,3,CRITICAL
562.5,0.523,49.9,102.1,74.6,24.1,100.0,30.4,6.71,40.3,50.0,69.8,0,3,CRITICAL
570.4,0.34,0.8,2.7,31.3,17.2,2.5,5.0,-0.06,5.1,4.5,5.0,0,0,LOW
567.8,0.4,3.2,9.4,41.2,13.5,17.1,8.4,-0.33,8.2,8.3,5.7,0,0,LOW
573.3,0.272,2.5,10.5,41.8,23.5,7.8,3.6,0.09,3.6,4.2,5.7,0,0,LOW
582.0,0.07,23.3,59.2,59.0,23.8,100.0,27.7,3.49,32.9,37.5,48.9,0,3,CRITICAL
565.1,0.463,30.6,73.3,63.6,14.8,100.0,32.6,4.94,39.7,47.6,60.6,0,3,CRITICAL
571.3,0.319,4.3,36.1,44.3,16.1,20.7,12.9,-0.12,12.6,11.7,10.6,0,0,LOW
556.4,0.665,12.7,50.4,46.1,14.6,70.2,24.1,0.12,24.1,24.4,25.7,0,2,HIGH
569.5,0.36,33.1,64.3,60.9,17.9,100.0,31.8,5.15,39.1,47.8,61.5,0,3,CRITICAL
557.3,0.644,23.8,72.2,67.5,13.0,100.0,32.5,5.37,40.3,48.3,63.6,0,3,CRITICAL
565.0,0.465,14.1,26.9,37.8,11.2,83.3,29.1,3.82,34.6,40.8,52.8,0,3,CRITICAL
584.2,0.019,16.1,31.8,45.4,18.0,71.1,17.0,0.47,17.3,19.0,19.7,0,1,MODERATE
562.4,0.526,12.8,48.6,53.0,14.7,80.8,24.9,3.11,29.5,33.8,42.3,0,2,HIGH
570.4,0.34,6.4,46.3,52.8,22.1,26.8,11.8,-0.21,11.5,10.4,10.3,0,0,LOW
562.6,0.521,15.0,59.8,59.8,21.0,74.8,25.6,0.13,25.5,26.6,26.7,0,2,HIGH
544.8,0.935,21.0,44.0,49.9,18.8,97.5,37.0,5.85,45.9,54.4,72.6,0,3,CRITICAL
556.7,0.658,37.2,103.9,87.8,20.3,100.0,31.6,5.92,40.5,49.3,66.2,0,3,CRITICAL
564.8,0.47,18.2,65.9,67.1,12.5,100.0,32.9,3.94,38.7,44.8,57.2,0,3,CRITICAL
549.3,0.83,25.8,54.2,65.9,21.6,100.0,34.7,5.77,43.8,52.3,69.0,0,3,CRITICAL
567.1,0.416,3.1,28.3,51.7,22.4,12.5,11.5,-0.14,11.5,10.8,10.8,0,0,LOW
582.7,0.053,11.1,60.2,51.1,12.2,81.4,21.6,2.4,25.4,29.0,36.9,0,2,HIGH
578.4,0.153,0.2,33.3,42.6,18.1,0.8,3.9,0.15,4.1,3.5,3.0,0,0,LOW
556.1,0.672,5.1,22.8,50.7,23.9,18.9,15.7,0.18,16.3,15.7,16.7,0,1,MODERATE
579.6,0.126,23.3,63.1,62.0,11.2,100.0,28.9,3.64,34.1,39.8,50.9,0,3,CRITICAL
578.5,0.151,86.5,122.9,86.4,24.8,100.0,27.8,8.61,40.5,54.5,78.0,0,3,CRITICAL
580.2,0.112,1.9,34.1,50.2,23.0,7.3,6.2,-0.02,6.5,6.8,5.9,0,0,LOW
566.8,0.423,9.2,22.4,48.4,23.9,32.6,14.7,-0.08,14.9,13.6,15.4,0,1,MODERATE
555.5,0.686,29.0,88.2,79.2,17.0,100.0,35.7,5.69,44.4,52.2,69.3,0,3,CRITICAL
542.9,0.979,4.1,14.7,32.2,18.8,12.3,12.9,0.26,13.3,14.4,16.2,0,1,MODERATE
555.2,0.693,14.6,45.2,45.0,20.9,55.0,20.3,-0.07,20.2,20.7,21.0,0,1,MODERATE
578.8,0.144,23.8,57.6,55.4,23.2,99.5,26.4,3.84,31.9,37.1,48.1,0,3,CRITICAL
572.0,0.302,17.2,62.1,58.6,16.0,100.0,32.1,2.75,36.4,40.4,48.4,0,3,CRITICAL
566.4,0.433,3.7,15.4,40.1,20.6,12.6,10.1,0.0,10.6,11.1,11.3,0,0,LOW
560.5,0.57,7.9,52.3,55.2,13.7,55.7,22.7,0.27,23.4,23.0,24.2,0,2,HIGH
550.0,0.814,27.6,83.5,63.8,14.4,100.0,35.1,5.76,43.3,51.6,68.5,0,3,CRITICAL
552.3,0.76,14.5,47.0,60.6,18.2,84.5,30.8,4.71,37.7,43.9,59.6,0,3,CRITICAL
554.7,0.705,0.1,15.3,32.7,11.0,0.5,10.8,-0.15,10.1,9.6,11.7,0,0,LOW
561.9,0.537,25.8,95.5,71.8,18.0,100.0,34.4,5.29,42.2,49.8,66.8,0,3,CRITICAL
583.4,0.037,0.6,27.5,44.7,12.0,3.9,5.3,-0.38,4.4,4.0,2.8,0,0,LOW
582.1,0.067,24.6,53.7,59.5,20.1,100.0,26.5,3.43,31.7,37.0,47.5,0,3,CRITICAL
581.8,0.074,4.1,31.7,36.7,17.4,15.1,4.2,0.14,4.8,5.3,5.5,0,0,LOW
571.8,0.307,57.1,75.8,68.0,21.5,100.0,28.4,6.76,38.5,48.2,67.0,0,3,CRITICAL
583.3,0.04,8.3,39.7,56.5,21.5,38.2,11.3,0.3,11.4,12.2,12.9,0,0,LOW
580.2,0.112,7.1,47.5,59.9,24.4,30.5,12.9,0.22,13.5,14.2,15.3,0,1,MODERATE
575.4,0.223,2.9,8.4,30.3,13.1,11.7,6.6,-0.03,6.1,6.5,6.6,0,0,LOW
561.1,0.556,6.6,54.3,51.6,13.5,44.1,18.1,0.19,18.3,19.3,17.7,0,1,MODERATE
572.9,0.281,37.7,106.6,75.6,24.3,100.0,27.5,5.46,36.1,44.8,58.0,0,3,CRITICAL
547.5,0.872,101.0,153.3,100.0,10.6,100.0,35.0,11.74,52.3,71.0,104.5,0,3,CRITICAL
568.3,0.388,8.3,33.8,46.1,10.1,66.3,23.8,-0.19,23.1,23.6,23.4,0,2,HIGH
578.1,0.16,10.7,40.1,43.2,15.6,51.9,17.6,0.32,18.2,17.7,19.4,0,1,MODERATE
568.5,0.384,23.0,56.6,51.2,21.3,96.8,30.1,4.0,36.2,42.6,53.2,0,3,CRITICAL
574.0,0.256,39.1,143.0,100.0,13.1,100.0,27.1,4.38,33.7,39.8,51.2,0,3,CRITICAL
554.5,0.709,16.2,61.9,63.9,13.2,100.0,34.0,3.73,39.9,44.3,54.5,0,3,CRITICAL
558.5,0.616,8.9,44.3,46.5,17.1,42.4,16.9,0.02,17.1,16.3,18.6,0,1,MODERATE
548.5,0.849,9.6,35.8,53.5,13.5,66.6,30.2,0.04,29.9,30.5,29.3,0,2,HIGH
583.2,0.042,21.4,46.1,52.3,19.1,100.0,23.7,2.46,27.1,30.7,39.0,0,2,HIGH
583.5,0.035,0.1,18.6,41.6,11.3,0.6,3.1,-0.38,2.5,1.3,0.0,0,0,LOW
565.2,0.46,17.4,33.1,46.7,23.3,61.0,22.7,0.25,22.8,22.5,25.3,0,2,HIGH
555.6,0.684,7.9,52.1,60.9,21.9,38.4,21.8,-0.18,21.2,21.9,22.4,0,1,MODERATE
562.4,0.526,28.5,44.8,47.3,10.8,100.0,35.2,5.33,43.5,50.8,67.1,0,3,CRITICAL
580.8,0.098,1.8,8.5,37.2,10.2,11.5,4.1,-0.24,3.8,3.9,1.4,0,0,LOW
573.5,0.267,16.0,72.4,67.9,14.6,100.0,31.1,3.65,36.5,41.4,52.7,0,3,CRITICAL
551.0,0.791,11.8,43.3,48.7,11.4,88.2,35.1,4.13,40.9,47.4,60.2,0,3,CRITICAL
573.0,0.279,18.5,61.7,53.5,24.2,71.6,24.2,0.19,24.5,24.0,23.6,0,2,HIGH
546.5,0.895,1.2,7.0,42.6,18.1,4.9,15.5,-0.32,15.3,14.6,13.3,0,1,MODERATE
574.6,0.242,15.6,50.1,55.8,16.2,94.0,27.3,2.99,32.2,37.2,45.3,0,3,CRITICAL
547.5,0.872,14.8,68.7,72.5,17.5,100.0,35.1,4.55,41.4,49.2,61.3,0,3,CRITICAL
570.3,0.342,14.8,80.0,62.2,10.5,100.0,28.9,3.81,34.2,40.2,49.4,0,3,CRITICAL
559.4,0.595,16.7,70.3,73.8,21.5,100.0,35.8,3.63,41.4,47.2,55.5,0,3,CRITICAL
550.5,0.802,20.3,44.2,52.9,17.6,100.0,34.3,5.55,42.2,50.3,65.5,0,3,CRITICAL
583.5,0.035,29.4,65.5,56.5,20.7,100.0,23.5,3.04,27.7,33.1,41.1,0,2,HIGH
582.4,0.06,5.7,8.8,42.5,10.0,42.4,10.6,-0.16,9.9,9.2,9.7,0,0,LOW
552.7,0.751,31.4,80.9,68.5,13.6,100.0,32.7,4.9,40.1,47.5,62.1,0,3,CRITICAL
585.0,0.0,12.4,22.1,47.0,10.3,99.0,28.5,2.77,32.5,37.3,45.0,0,3,CRITICAL
577.3,0.179,1.4,21.8,49.6,21.1,5.8,5.1,-0.05,5.3,5.4,5.7,0,0,LOW
568.6,0.381,1.1,23.7,46.5,14.5,6.2,10.1,0.19,10.8,11.4,11.4,0,0,LOW
562.6,0.521,7.3,21.6,31.8,23.8,17.1,13.4,0.33,13.9,14.8,14.4,0,1,MODERATE
547.1,0.881,27.7,70.9,74.5,11.2,100.0,34.2,6.24,43.4,53.2,70.6,0,3,CRITICAL
557.9,0.63,22.1,55.7,63.0,24.4,99.9,32.4,5.3,40.0,47.8,64.4,0,3,CRITICAL
542.5,0.988,28.0,62.8,56.2,16.2,100.0,35.0,5.69,44.0,52.3,67.1,0,3,CRITICAL
567.0,0.419,13.1,65.0,61.1,12.2,100.0,28.3,2.68,32.0,37.1,44.6,0,3,CRITICAL
576.8,0.191,10.4,45.8,44.7,17.6,46.2,17.4,0.2,17.7,18.2,19.5,0,1,MODERATE
583.6,0.033,2.9,39.8,42.7,18.0,12.0,4.4,-0.3,3.7,3.1,1.3,0,0,LOW
551.8,0.772,7.2,44.6,46.2,14.7,39.6,22.9,-0.12,23.2,21.6,21.5,0,1,MODERATE
548.9,0.84,10.2,44.6,61.3,18.3,59.8,25.0,0.13,25.4,26.3,26.2,0,2,HIGH
575.8,0.214,1.7,18.5,29.6,20.0,4.4,7.0,-0.3,6.1,6.0,4.1,0,0,LOW
544.4,0.944,4.5,9.4,26.4,18.4,11.3,15.3,-0.04,14.8,15.6,16.0,0,1,MODERATE
549.6,0.823,16.4,50.6,60.0,23.9,72.1,28.5,0.14,28.3,29.2,28.5,0,2,HIGH
564.9,0.467,23.9,62.9,60.0,21.3,100.0,30.0,4.8,37.6,45.2,58.8,0,3,CRITICAL
555.4,0.688,115.3,311.0,100.0,12.7,100.0,32.1,12.1,50.7,69.1,101.6,0,3,CRITICAL
577.5,0.174,48.7,85.3,69.3,10.1,100.0,28.1,5.95,37.2,45.4,63.4,0,3,CRITICAL
563.1,0.509,18.5,36.0,49.2,16.3,97.7,31.5,3.87,37.0,44.0,54.9,0,3,CRITICAL
574.2,0.251,9.8,32.1,55.1,15.9,59.4,21.8,0.1,22.3,22.5,22.0,0,2,HIGH
557.1,0.649,18.2,58.2,52.2,12.0,100.0,36.7,5.01,44.3,51.6,67.6,0,3,CRITICAL
578.6,0.149,27.7,87.1,68.9,19.4,100.0,27.6,4.33,34.3,40.7,53.2,0,3,CRITICAL
557.5,0.64,2.3,41.9,43.1,17.7,9.8,11.1,-0.06,10.8,10.2,9.8,0,0,LOW
579.2,0.135,9.5,36.0,44.1,16.3,45.0,15.3,0.02,15.0,14.6,13.9,0,1,MODERATE
576.0,0.209,33.0,72.6,71.1,15.3,100.0,27.7,4.53,34.2,42.2,54.5,0,3,CRITICAL
553.9,0.723,8.7,47.1,58.9,11.5,78.0,30.4,3.74,35.7,41.7,52.2,0,3,CRITICAL
561.9,0.537,15.3,45.2,47.3,13.4,94.5,32.1,4.25,38.5,45.6,57.9,0,3,CRITICAL
573.1,0.277,16.0,43.8,57.9,18.1,89.6,29.7,3.08,34.7,38.0,48.8,0,3,CRITICAL
577.1,0.184,3.7,17.6,32.0,23.2,8.9,4.3,0.07,4.2,5.1,3.6,0,0,LOW
579.1,0.137,8.1,27.3,39.9,21.2,26.7,9.5,-0.24,9.6,8.8,6.7,0,0,LOW
573.4,0.27,7.3,34.4,56.9,13.0,55.9,15.6,0.17,15.5,16.0,17.8,0,1,MODERATE
568.8,0.377,0.5,3.3,23.4,14.1,1.5,8.5,-0.26,8.5,7.7,5.6,0,0,LOW
546.6,0.893,0.4,30.8,47.2,17.0,1.9,13.1,-0.14,13.2,11.9,12.8,0,0,LOW
558.7,0.612,32.1,116.6,97.1,20.3,100.0,34.0,5.72,42.1,51.2,65.7,0,3,CRITICAL
569.9,0.351,5.7,40.0,56.4,14.9,37.8,13.9,-0.28,13.1,12.5,12.1,0,0,LOW
551.6,0.777,13.1,55.1,48.0,23.8,46.2,22.2,0.27,22.9,23.1,22.0,0,2,HIGH
547.9,0.863,6.4,42.9,55.8,17.0,36.8,23.2,-0.21,22.4,23.0,20.6,0,2,HIGH
568.5,0.384,50.8,146.5,100.0,20.2,100.0,32.9,6.41,43.0,51.6,70.0,0,3,CRITICAL
547.2,0.879,5.4,21.7,35.4,16.7,20.0,16.1,0.23,16.8,15.8,18.5,0,1,MODERATE
565.5,0.453,10.1,51.7,53.2,15.3,61.5,24.0,0.1,23.7,24.6,25.2,0,2,HIGH
554.6,0.707,37.1,97.3,86.2,24.5,100.0,32.5,6.47,42.1,51.0,71.8,0,3,CRITICAL
567.9,0.398,33.2,102.5,88.2,13.9,100.0,31.8,4.18,38.4,44.7,55.5,0,3,CRITICAL
560.8,0.563,3.7,18.4,46.2,23.7,12.6,10.1,0.12,10.7,9.7,10.2,0,0,LOW
573.6,0.265,29.2,110.0,91.5,15.8,100.0,26.2,4.89,33.3,40.6,56.3,0,3,CRITICAL
583.1,0.044,11.0,55.3,65.5,12.3,100.0,28.6,2.54,32.6,36.5,44.6,0,3,CRITICAL
566.8,0.423,11.9,54.0,57.1,13.3,89.4,25.5,3.88,31.6,37.3,49.1,0,3,CRITICAL
577.0,0.186,2.6,13.6,29.7,15.5,8.7,3.0,-0.06,2.8,3.4,2.8,0,0,LOW
558.7,0.612,1.5,31.0,40.4,20.0,5.3,12.3,0.15,12.3,12.8,11.7,0,0,LOW
556.0,0.674,23.4,94.0,72.5,17.5,100.0,32.7,5.55,41.0,50.0,65.2,0,3,CRITICAL
560.3,0.574,12.3,46.4,48.1,15.1,68.6,26.5,0.39,26.7,27.8,27.2,0,2,HIGH
561.3,0.551,10.3,52.8,49.1,18.9,46.8,20.9,0.1,20.6,20.9,20.2,0,1,MODERATE
578.7,0.147,23.5,82.7,77.6,16.9,100.0,26.1,3.32,30.7,36.6,45.1,0,3,CRITICAL
573.7,0.263,26.1,103.6,80.3,16.9,100.0,27.0,3.78,32.6,37.4,47.9,0,3,CRITICAL
577.6,0.172,3.1,20.5,46.4,21.3,11.8,5.9,0.26,6.5,6.6,8.2,0,0,LOW
551.3,0.784,17.0,45.9,47.5,10.2,100.0,33.5,4.48,40.5,47.6,59.5,0,3,CRITICAL
555.9,0.677,2.6,12.3,27.1,18.4,6.7,9.8,0.11,9.9,10.2,12.2,0,0,LOW
580.4,0.107,25.1,58.2,55.1,10.7,100.0,26.8,3.15,31.0,36.6,44.6,0,3,CRITICAL
550.9,0.793,19.3,40.6,57.0,13.1,100.0,34.5,5.12,42.6,49.7,63.9,0,3,CRITICAL
547.9,0.863,56.5,131.1,96.1,20.8,100.0,38.4,8.09,50.4,63.0,83.6,0,3,CRITICAL
553.3,0.737,1.3,24.4,40.1,20.2,4.5,9.0,0.04,9.3,9.7,8.4,0,0,LOW
556.9,0.653,1.1,22.4,47.9,21.6,4.3,9.8,-0.03,10.0,10.6,9.0,0,0,LOW
578.7,0.147,6.0,21.6,31.0,12.9,25.2,10.0,-0.09,9.8,10.2,9.5,0,0,LOW
579.9,0.119,5.5,24.6,37.4,16.5,21.8,5.3,0.13,5.0,6.4,6.2,0,0,LOW
548.3,0.853,5.1,16.0,36.0,22.6,14.2,14.5,-0.17,13.8,13.3,15.1,0,1,MODERATE
548.3,0.853,42.6,88.6,81.0,22.5,100.0,37.1,6.78,47.4,58.4,75.0,0,3,CRITICAL
549.1,0.835,5.2,19.0,47.2,15.6,27.5,16.6,0.21,16.8,17.3,16.1,0,1,MODERATE
549.6,0.823,5.7,24.8,44.0,13.1,33.5,21.4,-0.18,20.7,20.2,20.0,0,1,MODERATE
583.3,0.04,25.6,76.0,59.9,24.7,100.0,25.1,3.66,30.4,36.7,44.7,0,3,CRITICAL
